datetime_stamp,Machine_Id,Plant_Id,Status,Duration_Hours,Downtime_Reason,Maintenance_Cost_USD,Productivity_Loss_USD,ROI_Impact_USD,Availability_Percent,Efficiency_Percent
2025-08-21 08:00:00,CR-124,PL-04,Downtime,2.1,Hydraulic Leak,2227,840,-3067,0.0,0.0
2025-08-21 16:00:00,CR-124,PL-04,Downtime,4.8,Sensor Malfunction,614,1920,-2534,0.0,0.0
2025-08-22 00:00:00,CR-124,PL-04,Downtime,2.1,Motor Overheating,1989,840,-2829,0.0,0.0
2025-08-22 08:00:00,CR-124,PL-04,Running,8.0,None,0,0,0,100.0,93.2
2025-08-22 16:00:00,CR-124,PL-04,Running,8.0,None,0,0,0,100.0,95.0
2025-08-23 00:00:00,CR-124,PL-04,Downtime,3.1,Bearing Failure,2818,1240,-4058,0.0,0.0
2025-08-23 08:00:00,CR-124,PL-04,Downtime,3.6,Hydraulic Leak,2200,1440,-3640,0.0,0.0
2025-08-23 16:00:00,CR-124,PL-04,Downtime,2.1,Motor Overheating,2941,840,-3781,0.0,0.0
2025-08-24 00:00:00,CR-124,PL-04,Downtime,2.4,Bearing Failure,2582,960,-3542,0.0,0.0
2025-08-24 08:00:00,CR-124,PL-04,Running,8.0,None,0,0,0,100.0,91.0
2025-08-24 16:00:00,CR-124,PL-04,Downtime,4.3,Sensor Malfunction,477,1720,-2197,0.0,0.0
2025-08-25 00:00:00,CR-124,PL-04,Running,8.0,None,0,0,0,100.0,93.5
2025-08-25 08:00:00,CR-124,PL-04,Downtime,4.4,Hydraulic Leak,1398,1760,-3158,0.0,0.0
2025-08-25 16:00:00,CR-124,PL-04,Downtime,3.6,Conveyor Belt Issue,504,1440,-1944,0.0,0.0
2025-08-26 00:00:00,CR-124,PL-04,Downtime,3.6,Motor Overheating,1718,1440,-3158,0.0,0.0
2025-08-26 08:00:00,CR-124,PL-04,Downtime,4.0,Sensor Malfunction,474,1600,-2074,0.0,0.0
2025-08-26 16:00:00,CR-124,PL-04,Running,8.0,None,0,0,0,100.0,89.6
2025-08-27 00:00:00,CR-124,PL-04,Running,8.0,None,0,0,0,100.0,95.0
2025-08-27 08:00:00,CR-124,PL-04,Running,8.0,None,0,0,0,100.0,86.6
2025-08-27 16:00:00,CR-124,PL-04,Running,8.0,None,0,0,0,100.0,95.0
2025-08-28 00:00:00,CR-124,PL-04,Running,8.0,None,0,0,0,100.0,89.8
2025-08-28 08:00:00,CR-124,PL-04,Running,8.0,None,0,0,0,100.0,85.0
2025-08-28 16:00:00,CR-124,PL-04,Running,8.0,None,0,0,0,100.0,90.6
2025-08-29 00:00:00,CR-124,PL-04,Running,8.0,None,0,0,0,100.0,86.6
2025-08-29 08:00:00,CR-124,PL-04,Running,8.0,None,0,0,0,100.0,94.2
2025-08-29 16:00:00,CR-124,PL-04,Running,8.0,None,0,0,0,100.0,86.7
2025-08-30 00:00:00,CR-124,PL-04,Running,8.0,None,0,0,0,100.0,87.8
2025-08-30 08:00:00,CR-124,PL-04,Running,8.0,None,0,0,0,100.0,85.0
2025-08-30 16:00:00,CR-124,PL-04,Downtime,3.8,Conveyor Belt Issue,1100,1520,-2620,0.0,0.0
2025-08-31 00:00:00,CR-124,PL-04,Running,8.0,None,0,0,0,100.0,87.7
2025-08-01 00:00:00,CR-125,PL-05,Downtime,3.0,Conveyor Belt Issue,891,1200,-2091,0.0,0.0
2025-08-01 08:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,85.0
2025-08-01 16:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,85.0
2025-08-02 00:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,93.8
2025-08-02 08:00:00,CR-125,PL-05,Downtime,3.3,Motor Overheating,2223,1320,-3543,0.0,0.0
2025-08-02 16:00:00,CR-125,PL-05,Downtime,2.0,Sensor Malfunction,726,800,-1526,0.0,0.0
2025-08-03 00:00:00,CR-125,PL-05,Downtime,3.1,Motor Overheating,2317,1240,-3557,0.0,0.0
2025-08-03 08:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,93.9
2025-08-03 16:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,92.1
2025-08-04 00:00:00,CR-125,PL-05,Downtime,5.7,Bearing Failure,2975,2280,-5255,0.0,0.0
2025-08-04 08:00:00,CR-125,PL-05,Downtime,2.9,Hydraulic Leak,2174,1160,-3334,0.0,0.0
2025-08-04 16:00:00,CR-125,PL-05,Downtime,5.8,Motor Overheating,2899,2320,-5219,0.0,0.0
2025-08-05 00:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,85.2
2025-08-05 08:00:00,CR-125,PL-05,Downtime,4.9,Motor Overheating,1980,1960,-3940,0.0,0.0
2025-08-05 16:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,89.8
2025-08-06 00:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,90.0
2025-08-06 08:00:00,CR-125,PL-05,Downtime,2.8,Motor Overheating,2011,1120,-3131,0.0,0.0
2025-08-06 16:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,85.0
2025-08-07 00:00:00,CR-125,PL-05,Downtime,5.1,Hydraulic Leak,1245,2039,-3284,0.0,0.0
2025-08-07 08:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,95.0
2025-08-07 16:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,94.4
2025-08-08 00:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,88.9
2025-08-08 08:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,90.1
2025-08-08 16:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,91.0
2025-08-09 00:00:00,CR-125,PL-05,Downtime,2.2,Sensor Malfunction,546,880,-1426,0.0,0.0
2025-08-09 08:00:00,CR-125,PL-05,Downtime,3.3,Electrical Fault,1976,1320,-3296,0.0,0.0
2025-08-09 16:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,85.0
2025-08-10 00:00:00,CR-125,PL-05,Downtime,5.9,Conveyor Belt Issue,1437,2360,-3797,0.0,0.0
2025-08-10 08:00:00,CR-125,PL-05,Downtime,3.6,Sensor Malfunction,684,1440,-2124,0.0,0.0
2025-08-10 16:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,88.8
2025-08-11 00:00:00,CR-125,PL-05,Downtime,5.2,Bearing Failure,2979,2080,-5059,0.0,0.0
2025-08-11 08:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,86.6
2025-08-11 16:00:00,CR-125,PL-05,Downtime,3.4,Bearing Failure,3762,1360,-5122,0.0,0.0
2025-08-12 00:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,85.0
2025-08-12 08:00:00,CR-125,PL-05,Downtime,5.9,Motor Overheating,2930,2360,-5290,0.0,0.0
2025-08-12 16:00:00,CR-125,PL-05,Downtime,3.3,Sensor Malfunction,304,1320,-1624,0.0,0.0
2025-08-13 00:00:00,CR-125,PL-05,Downtime,2.8,Bearing Failure,3189,1120,-4309,0.0,0.0
2025-08-13 08:00:00,CR-125,PL-05,Downtime,3.4,Bearing Failure,3765,1360,-5125,0.0,0.0
2025-08-13 16:00:00,CR-125,PL-05,Downtime,4.2,Motor Overheating,1985,1680,-3665,0.0,0.0
2025-08-14 00:00:00,CR-125,PL-05,Downtime,5.8,Motor Overheating,2202,2320,-4522,0.0,0.0
2025-08-14 08:00:00,CR-125,PL-05,Downtime,4.0,Hydraulic Leak,1431,1600,-3031,0.0,0.0
2025-08-14 16:00:00,CR-125,PL-05,Downtime,5.0,Electrical Fault,1547,2000,-3547,0.0,0.0
2025-08-15 00:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,88.6
2025-08-15 08:00:00,CR-125,PL-05,Downtime,2.7,Hydraulic Leak,1268,1080,-2348,0.0,0.0
2025-08-15 16:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,95.0
2025-08-16 00:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,93.2
2025-08-16 08:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,87.1
2025-08-16 16:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,92.9
2025-08-17 00:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,95.0
2025-08-17 08:00:00,CR-125,PL-05,Downtime,5.4,Sensor Malfunction,400,2160,-2560,0.0,0.0
2025-08-17 16:00:00,CR-125,PL-05,Downtime,5.8,Bearing Failure,2306,2320,-4626,0.0,0.0
2025-08-18 00:00:00,CR-125,PL-05,Downtime,2.0,Conveyor Belt Issue,931,800,-1731,0.0,0.0
2025-08-18 08:00:00,CR-125,PL-05,Downtime,6.0,Conveyor Belt Issue,1369,2400,-3769,0.0,0.0
2025-08-18 16:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,94.6
2025-08-19 00:00:00,CR-125,PL-05,Downtime,3.3,Sensor Malfunction,549,1320,-1869,0.0,0.0
2025-08-19 08:00:00,CR-125,PL-05,Downtime,4.2,Hydraulic Leak,2162,1680,-3842,0.0,0.0
2025-08-19 16:00:00,CR-125,PL-05,Downtime,2.4,Bearing Failure,2334,960,-3294,0.0,0.0
2025-08-20 00:00:00,CR-125,PL-05,Downtime,5.3,Bearing Failure,2975,2120,-5095,0.0,0.0
2025-08-20 08:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,90.3
2025-08-20 16:00:00,CR-125,PL-05,Downtime,5.0,Bearing Failure,2532,2000,-4532,0.0,0.0
2025-08-21 00:00:00,CR-125,PL-05,Downtime,4.2,Hydraulic Leak,1527,1680,-3207,0.0,0.0
2025-08-21 08:00:00,CR-125,PL-05,Downtime,3.6,Hydraulic Leak,1719,1440,-3159,0.0,0.0
2025-08-21 16:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,86.8
2025-08-22 00:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,93.5
2025-08-22 08:00:00,CR-125,PL-05,Downtime,4.3,Motor Overheating,2829,1720,-4549,0.0,0.0
2025-08-22 16:00:00,CR-125,PL-05,Downtime,5.9,Sensor Malfunction,445,2360,-2805,0.0,0.0
2025-08-23 00:00:00,CR-125,PL-05,Downtime,4.7,Hydraulic Leak,1998,1880,-3878,0.0,0.0
2025-08-23 08:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,92.0
2025-08-23 16:00:00,CR-125,PL-05,Downtime,2.3,Electrical Fault,1386,919,-2305,0.0,0.0
2025-08-24 00:00:00,CR-125,PL-05,Downtime,5.8,Conveyor Belt Issue,1389,2320,-3709,0.0,0.0
2025-08-24 08:00:00,CR-125,PL-05,Downtime,5.2,Motor Overheating,2190,2080,-4270,0.0,0.0
2025-08-24 16:00:00,CR-125,PL-05,Downtime,4.4,Electrical Fault,1628,1760,-3388,0.0,0.0
2025-08-25 00:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,94.5
2025-08-25 08:00:00,CR-125,PL-05,Downtime,2.6,Bearing Failure,2467,1040,-3507,0.0,0.0
2025-08-25 16:00:00,CR-125,PL-05,Downtime,4.6,Hydraulic Leak,2454,1839,-4293,0.0,0.0
2025-08-26 00:00:00,CR-125,PL-05,Downtime,4.6,Motor Overheating,2055,1839,-3894,0.0,0.0
2025-08-26 08:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,93.2
2025-08-26 16:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,95.0
2025-08-27 00:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,87.3
2025-08-27 08:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,95.0
2025-08-27 16:00:00,CR-125,PL-05,Downtime,3.8,Sensor Malfunction,385,1520,-1905,0.0,0.0
2025-08-28 00:00:00,CR-125,PL-05,Downtime,2.1,Motor Overheating,2990,840,-3830,0.0,0.0
2025-08-28 08:00:00,CR-125,PL-05,Downtime,3.0,Motor Overheating,2935,1200,-4135,0.0,0.0
2025-08-28 16:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,91.0
2025-08-29 00:00:00,CR-125,PL-05,Downtime,3.6,Motor Overheating,1695,1440,-3135,0.0,0.0
2025-08-29 08:00:00,CR-125,PL-05,Downtime,5.5,Bearing Failure,3123,2200,-5323,0.0,0.0
2025-08-29 16:00:00,CR-125,PL-05,Downtime,5.1,Bearing Failure,3073,2039,-5112,0.0,0.0
2025-08-30 00:00:00,CR-125,PL-05,Running,8.0,None,0,0,0,100.0,95.0
2025-08-30 08:00:00,CR-125,PL-05,Downtime,3.0,Bearing Failure,2318,1200,-3518,0.0,0.0
2025-08-30 16:00:00,CR-125,PL-05,Downtime,5.7,Bearing Failure,2798,2280,-5078,0.0,0.0
2025-08-31 00:00:00,CR-125,PL-05,Downtime,3.0,Hydraulic Leak,1581,1200,-2781,0.0,0.0
2025-08-01 00:00:00,CR-126,PL-01,Downtime,2.5,Electrical Fault,1878,1000,-2878,0.0,0.0
2025-08-01 08:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,86.6
2025-08-01 16:00:00,CR-126,PL-01,Downtime,4.7,Bearing Failure,3762,1880,-5642,0.0,0.0
2025-08-02 00:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,95.0
2025-08-02 08:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,91.0
2025-08-02 16:00:00,CR-126,PL-01,Downtime,5.5,Conveyor Belt Issue,1457,2200,-3657,0.0,0.0
2025-08-03 00:00:00,CR-126,PL-01,Downtime,3.8,Hydraulic Leak,2428,1520,-3948,0.0,0.0
2025-08-03 08:00:00,CR-126,PL-01,Downtime,4.4,Sensor Malfunction,533,1760,-2293,0.0,0.0
2025-08-03 16:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,86.7
2025-08-04 00:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,87.6
2025-08-04 08:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,88.4
2025-08-04 16:00:00,CR-126,PL-01,Downtime,4.6,Sensor Malfunction,458,1839,-2297,0.0,0.0
2025-08-05 00:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,92.1
2025-08-05 08:00:00,CR-126,PL-01,Downtime,2.9,Conveyor Belt Issue,591,1160,-1751,0.0,0.0
2025-08-05 16:00:00,CR-126,PL-01,Downtime,3.5,Electrical Fault,1332,1400,-2732,0.0,0.0
2025-08-06 00:00:00,CR-126,PL-01,Downtime,2.0,Motor Overheating,2571,800,-3371,0.0,0.0
2025-08-06 08:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,92.6
2025-08-06 16:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,87.1
2025-08-07 00:00:00,CR-126,PL-01,Downtime,3.9,Hydraulic Leak,1017,1560,-2577,0.0,0.0
2025-08-07 08:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,89.9
2025-08-07 16:00:00,CR-126,PL-01,Downtime,5.0,Conveyor Belt Issue,806,2000,-2806,0.0,0.0
2025-08-08 00:00:00,CR-126,PL-01,Downtime,3.7,Bearing Failure,2599,1480,-4079,0.0,0.0
2025-08-08 08:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,95.0
2025-08-08 16:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,95.0
2025-08-09 00:00:00,CR-126,PL-01,Downtime,2.8,Sensor Malfunction,751,1120,-1871,0.0,0.0
2025-08-09 08:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,92.2
2025-08-09 16:00:00,CR-126,PL-01,Downtime,2.7,Electrical Fault,1598,1080,-2678,0.0,0.0
2025-08-10 00:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,90.2
2025-08-10 08:00:00,CR-126,PL-01,Downtime,2.3,Motor Overheating,2780,919,-3699,0.0,0.0
2025-08-10 16:00:00,CR-126,PL-01,Downtime,5.1,Motor Overheating,2755,2039,-4794,0.0,0.0
2025-08-11 00:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,90.6
2025-08-11 08:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,93.1
2025-08-11 16:00:00,CR-126,PL-01,Downtime,5.0,Hydraulic Leak,1550,2000,-3550,0.0,0.0
2025-08-12 00:00:00,CR-126,PL-01,Downtime,5.4,Electrical Fault,1173,2160,-3333,0.0,0.0
2025-08-12 08:00:00,CR-126,PL-01,Downtime,2.4,Bearing Failure,2932,960,-3892,0.0,0.0
2025-08-12 16:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,85.0
2025-08-13 00:00:00,CR-126,PL-01,Downtime,4.5,Hydraulic Leak,1384,1800,-3184,0.0,0.0
2025-08-13 08:00:00,CR-126,PL-01,Downtime,2.6,Hydraulic Leak,2095,1040,-3135,0.0,0.0
2025-08-13 16:00:00,CR-126,PL-01,Downtime,5.9,Bearing Failure,2577,2360,-4937,0.0,0.0
2025-08-14 00:00:00,CR-126,PL-01,Downtime,4.9,Motor Overheating,2989,1960,-4949,0.0,0.0
2025-08-14 08:00:00,CR-126,PL-01,Downtime,2.4,Bearing Failure,2030,960,-2990,0.0,0.0
2025-08-14 16:00:00,CR-126,PL-01,Downtime,3.4,Conveyor Belt Issue,819,1360,-2179,0.0,0.0
2025-08-15 00:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,88.7
2025-08-15 08:00:00,CR-126,PL-01,Downtime,3.5,Conveyor Belt Issue,1213,1400,-2613,0.0,0.0
2025-08-15 16:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,85.0
2025-08-16 00:00:00,CR-126,PL-01,Downtime,5.4,Hydraulic Leak,1299,2160,-3459,0.0,0.0
2025-08-16 08:00:00,CR-126,PL-01,Downtime,5.1,Bearing Failure,2146,2039,-4185,0.0,0.0
2025-08-16 16:00:00,CR-126,PL-01,Downtime,2.7,Sensor Malfunction,758,1080,-1838,0.0,0.0
2025-08-17 00:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,92.0
2025-08-17 08:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,93.2
2025-08-17 16:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,87.6
2025-08-18 00:00:00,CR-126,PL-01,Downtime,5.1,Bearing Failure,2509,2039,-4548,0.0,0.0
2025-08-18 08:00:00,CR-126,PL-01,Downtime,5.9,Electrical Fault,1306,2360,-3666,0.0,0.0
2025-08-18 16:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,95.0
2025-08-19 00:00:00,CR-126,PL-01,Downtime,3.8,Bearing Failure,3578,1520,-5098,0.0,0.0
2025-08-19 08:00:00,CR-126,PL-01,Downtime,4.7,Bearing Failure,2426,1880,-4306,0.0,0.0
2025-08-19 16:00:00,CR-126,PL-01,Downtime,4.7,Conveyor Belt Issue,819,1880,-2699,0.0,0.0
2025-08-20 00:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,85.0
2025-08-20 08:00:00,CR-126,PL-01,Downtime,4.9,Motor Overheating,2625,1960,-4585,0.0,0.0
2025-08-20 16:00:00,CR-126,PL-01,Downtime,3.0,Sensor Malfunction,626,1200,-1826,0.0,0.0
2025-08-21 00:00:00,CR-126,PL-01,Downtime,3.4,Hydraulic Leak,1106,1360,-2466,0.0,0.0
2025-08-21 08:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,85.0
2025-08-21 16:00:00,CR-126,PL-01,Downtime,2.5,Motor Overheating,2796,1000,-3796,0.0,0.0
2025-08-22 00:00:00,CR-126,PL-01,Downtime,2.1,Electrical Fault,1365,840,-2205,0.0,0.0
2025-08-22 08:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,91.1
2025-08-22 16:00:00,CR-126,PL-01,Downtime,3.0,Electrical Fault,886,1200,-2086,0.0,0.0
2025-08-23 00:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,95.0
2025-08-23 08:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,95.0
2025-08-23 16:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,87.7
2025-08-24 00:00:00,CR-126,PL-01,Downtime,5.1,Motor Overheating,2009,2039,-4048,0.0,0.0
2025-08-24 08:00:00,CR-126,PL-01,Downtime,2.4,Motor Overheating,2766,960,-3726,0.0,0.0
2025-08-24 16:00:00,CR-126,PL-01,Downtime,5.9,Hydraulic Leak,2280,2360,-4640,0.0,0.0
2025-08-25 00:00:00,CR-126,PL-01,Downtime,3.4,Bearing Failure,2315,1360,-3675,0.0,0.0
2025-08-25 08:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,95.0
2025-08-25 16:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,89.8
2025-08-26 00:00:00,CR-126,PL-01,Downtime,2.9,Bearing Failure,3143,1160,-4303,0.0,0.0
2025-08-26 08:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,89.1
2025-08-26 16:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,94.4
2025-08-27 00:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,93.3
2025-08-27 08:00:00,CR-126,PL-01,Downtime,2.8,Electrical Fault,1573,1120,-2693,0.0,0.0
2025-08-27 16:00:00,CR-126,PL-01,Downtime,2.5,Hydraulic Leak,1080,1000,-2080,0.0,0.0
2025-08-28 00:00:00,CR-126,PL-01,Downtime,3.8,Conveyor Belt Issue,801,1520,-2321,0.0,0.0
2025-08-28 08:00:00,CR-126,PL-01,Downtime,4.0,Sensor Malfunction,590,1600,-2190,0.0,0.0
2025-08-28 16:00:00,CR-126,PL-01,Downtime,3.4,Motor Overheating,2999,1360,-4359,0.0,0.0
2025-08-29 00:00:00,CR-126,PL-01,Downtime,5.5,Conveyor Belt Issue,1113,2200,-3313,0.0,0.0
2025-08-29 08:00:00,CR-126,PL-01,Running,8.0,None,0,0,0,100.0,85.0
2025-08-29 16:00:00,CR-126,PL-01,Downtime,2.3,Sensor Malfunction,379,919,-1298,0.0,0.0
2025-08-30 00:00:00,CR-126,PL-01,Downtime,5.3,Electrical Fault,1909,2120,-4029,0.0,0.0
2025-08-30 08:00:00,CR-126,PL-01,Downtime,2.0,Hydraulic Leak,2306,800,-3106,0.0,0.0
2025-08-30 16:00:00,CR-126,PL-01,Downtime,4.9,Conveyor Belt Issue,1404,1960,-3364,0.0,0.0
2025-08-31 00:00:00,CR-126,PL-01,Downtime,5.4,Bearing Failure,3589,2160,-5749,0.0,0.0
2025-08-01 00:00:00,CR-127,PL-02,Running,8.0,None,0,0,0,100.0,95.0
2025-08-01 08:00:00,CR-127,PL-02,Downtime,2.3,Hydraulic Leak,2103,919,-3022,0.0,0.0
2025-08-01 16:00:00,CR-127,PL-02,Running,8.0,None,0,0,0,100.0,95.0
2025-08-02 00:00:00,CR-127,PL-02,Downtime,4.7,Motor Overheating,2629,1880,-4509,0.0,0.0
2025-08-02 08:00:00,CR-127,PL-02,Downtime,3.1,Motor Overheating,2339,1240,-3579,0.0,0.0
2025-08-02 16:00:00,CR-127,PL-02,Running,8.0,None,0,0,0,100.0,86.9
2025-08-03 00:00:00,CR-127,PL-02,Downtime,4.1,Bearing Failure,2136,1639,-3775,0.0,0.0
2025-08-03 08:00:00,CR-127,PL-02,Downtime,5.8,Bearing Failure,2365,2320,-4685,0.0,0.0
2025-08-03 16:00:00,CR-127,PL-02,Running,8.0,None,0,0,0,100.0,92.0
2025-08-04 00:00:00,CR-127,PL-02,Downtime,3.9,Motor Overheating,1702,1560,-3262,0.0,0.0
2025-08-04 08:00:00,CR-127,PL-02,Downtime,4.6,Bearing Failure,2795,1839,-4634,0.0,0.0
2025-08-04 16:00:00,CR-127,PL-02,Running,8.0,None,0,0,0,100.0,92.5
2025-08-05 00:00:00,CR-127,PL-02,Downtime,4.8,Sensor Malfunction,431,1920,-2351,0.0,0.0
2025-08-05 08:00:00,CR-127,PL-02,Downtime,2.9,Bearing Failure,3470,1160,-4630,0.0,0.0
2025-08-05 16:00:00,CR-127,PL-02,Downtime,5.7,Bearing Failure,2427,2280,-4707,0.0,0.0
2025-08-06 00:00:00,CR-127,PL-02,Running,8.0,None,0,0,0,100.0,91.3
2025-08-06 08:00:00,CR-127,PL-02,Running,8.0,None,0,0,0,100.0,87.2
2025-08-06 16:00:00,CR-127,PL-02,Running,8.0,None,0,0,0,100.0,86.6
2025-08-07 00:00:00,CR-127,PL-02,Downtime,4.6,Conveyor Belt Issue,869,1839,-2708,0.0,0.0
2025-08-07 08:00:00,CR-127,PL-02,Downtime,5.8,Sensor Malfunction,512,2320,-2832,0.0,0.0
2025-08-07 16:00:00,CR-127,PL-02,Running,8.0,None,0,0,0,100.0,89.9
2025-08-08 00:00:00,CR-127,PL-02,Running,8.0,None,0,0,0,100.0,95.0
2025-08-08 08:00:00,CR-127,PL-02,Downtime,4.5,Bearing Failure,3083,1800,-4883,0.0,0.0
2025-08-08 16:00:00,CR-127,PL-02,Downtime,2.3,Bearing Failure,2622,919,-3541,0.0,0.0
2025-08-09 00:00:00,CR-127,PL-02,Downtime,2.9,Bearing Failure,3063,1160,-4223,0.0,0.0
2025-08-09 08:00:00,CR-127,PL-02,Downtime,4.9,Bearing Failure,3088,1960,-5048,0.0,0.0
2025-08-09 16:00:00,CR-127,PL-02,Downtime,2.8,Electrical Fault,1309,1120,-2429,0.0,0.0
2025-08-10 00:00:00,CR-127,PL-02,Running,8.0,None,0,0,0,100.0,92.7
2025-08-10 08:00:00,CR-127,PL-02,Running,8.0,None,0,0,0,100.0,88.1
2025-08-10 16:00:00,CR-127,PL-02,Downtime,4.2,Sensor Malfunction,682,1680,-2362,0.0,0.0
2025-08-11 00:00:00,CR-127,PL-02,Downtime,4.6,Bearing Failure,2733,1839,-4572,0.0,0.0
2025-08-11 08:00:00,CR-127,PL-02,Running,8.0,None,0,0,0,100.0,93.9
2025-08-11 16:00:00,CR-127,PL-02,Running,8.0,None,0,0,0,100.0,85.0
2025-08-12 00:00:00,CR-127,PL-02,Downtime,2.4,Electrical Fault,1169,960,-2129,0.0,0.0
2025-08-12 08:00:00,CR-127,PL-02,Downtime,4.0,Sensor Malfunction,636,1600,-2236,0.0,0.0
2025-08-12 16:00:00,CR-127,PL-02,Downtime,6.0,Motor Overheating,2407,2400,-4807,0.0,0.0
2025-08-13 00:00:00,CR-127,PL-02,Running,8.0,None,0,0,0,100.0,95.0
2025-08-13 08:00:00,CR-127,PL-02,Running,8.0,None,0,0,0,100.0,85.0
2025-08-13 16:00:00,CR-127,PL-02,Downtime,6.0,Sensor Malfunction,732,2400,-3132,0.0,0.0
2025-08-14 00:00:00,CR-127,PL-02,Downtime,5.1,Electrical Fault,1681,2039,-3720,0.0,0.0
2025-08-14 08:00:00,CR-127,PL-02,Running,8.0,None,0,0,0,100.0,88.2
2025-08-14 16:00:00,CR-127,PL-02,Downtime,3.0,Hydraulic Leak,2117,1200,-3317,0.0,0.0
2025-08-15 00:00:00,CR-127,PL-02,Downtime,5.1,Motor Overheating,2020,2039,-4059,0.0,0.0
2025-08-15 08:00:00,CR-127,PL-02,Downtime,3.8,Hydraulic Leak,1813,1520,-3333,0.0,0.0
2025-08-15 16:00:00,CR-127,PL-02,Downtime,2.1,Bearing Failure,2582,840,-3422,0.0,0.0
2025-08-16 00:00:00,CR-127,PL-02,Running,8.0,None,0,0,0,100.0,85.0
2025-08-16 08:00:00,CR-127,PL-02,Downtime,6.0,Sensor Malfunction,454,2400,-2854,0.0,0.0
